"idL" "idD" "id" "date" "year" "DOY" "sp" "tree" "TWood" "phase" "type" "Cells" "X" "Y" "Area.zone" "idC" "Area.v" "X.v" "Y.v" "Feret.v" "FeretX.v" "FeretY.v" "FeretAngle.v" "MinFeret.v" "feature" "X.cor" "Y.cor"
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 430.518 1591.281 810683.9 978 NA NA NA NA NA NA NA NA NA 311.114518344377 1494.22393456023
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 388.556 1598.91 810683.9 983 NA NA NA NA NA NA NA NA NA 268.471222036066 1493.47535927241
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 130.79 1650.136 810683.9 1009 NA NA NA NA NA NA NA NA NA 5.66461844733129 1493.15451327532
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 171.117 1641.417 810683.9 1006 NA NA NA NA NA NA NA NA NA 46.9184319381889 1492.51360574569
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 271.39 1620.708 810683.9 997 NA NA NA NA NA NA NA NA NA 149.305567074321 1491.87191375152
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 368.392 1598.91 810683.9 982 NA NA NA NA NA NA NA NA NA 248.698793291434 1489.52087352348
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 153.134 1641.417 810683.9 1005 NA NA NA NA NA NA NA NA NA 29.2846496472391 1488.9868492875
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 507.902 1570.027 810683.9 959 NA NA NA NA NA NA NA NA NA 391.16402568827 1488.55892388063
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 347.684 1601.635 810683.9 985 NA NA NA NA NA NA NA NA NA 227.858512190975 1488.1317829383
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 390.736 1592.916 810683.9 980 NA NA NA NA NA NA NA NA NA 271.78440802309 1488.02529187692
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 251.771 1620.708 810683.9 996 NA NA NA NA NA NA NA NA NA 130.067554797941 1488.02431129624
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 589.101 1553.134 810683.9 939 NA NA NA NA NA NA NA NA NA 474.099185844587 1487.91840858327
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 544.414 1561.853 810683.9 948 NA NA NA NA NA NA NA NA NA 428.570040607717 1487.7042497637
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 570.572 1555.858 810683.9 943 NA NA NA NA NA NA NA NA NA 455.395786152593 1486.95567447587
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 425.613 1583.106 810683.9 971 NA NA NA NA NA NA NA NA NA 307.908019534868 1485.2457378936
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 168.392 1633.243 810683.9 1001 NA NA NA NA NA NA NA NA NA 45.8494028855507 1483.96392283434
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 125.886 1638.147 810683.9 1004 NA NA NA NA NA NA NA NA NA 3.20708715791477 1480.43657802775
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 585.286 1544.959 810683.9 931 NA NA NA NA NA NA NA NA NA 471.96151997158 1479.15397850394
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 457.766 1570.027 810683.9 958 NA NA NA NA NA NA NA NA NA 342.00163293183 1478.72644532934
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "Vessel" "04_SCW Vessels" 215.259 1617.984 810683.9 994 0 NA NA 0 0 0 NA 0 NA 94.7988135192305 1478.19261720949
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 341.144 1592.371 810683.9 979 NA NA NA NA NA NA NA NA NA 223.262334447876 1477.76508403489
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 146.049 1629.973 810683.9 1000 NA NA NA NA NA NA NA NA NA 24.5815886104903 1476.37560121744
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 270.845 1604.905 810683.9 987 NA NA NA NA NA NA NA NA NA 151.870373889658 1476.26891403992
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 567.302 1544.414 810683.9 929 NA NA NA NA NA NA NA NA NA 454.433640393605 1475.09260946137
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 253.406 1607.084 810683.9 988 NA NA NA NA NA NA NA NA NA 134.342690427818 1474.98553005158
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 387.466 1579.837 810683.9 964 NA NA NA NA NA NA NA NA NA 271.142912145053 1474.55897745765
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 361.853 1582.016 810683.9 969 NA NA NA NA NA NA NA NA NA 245.599962240116 1471.67254018069
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 426.703 1568.937 810683.9 956 NA NA NA NA NA NA NA NA NA 311.755621990144 1471.56565688704
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 166.757 1619.619 810683.9 995 NA NA NA NA NA NA NA NA NA 46.9180397059186 1470.28384182778
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "Vessel" "02_Enlarging Vessels" 536.24 1543.869 810683.9 927 0 NA NA 0 0 0 NA 0 NA 424.081726738944 1468.46643360345
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 403.27 1570.027 810683.9 960 NA NA NA NA NA NA NA NA NA 288.563908429378 1468.03890042885
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 337.875 1581.471 810683.9 967 NA NA NA NA NA NA NA NA NA 222.194482092049 1466.4356510241
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 125.886 1623.433 810683.9 999 NA NA NA NA NA NA NA NA NA 6.09273997033799 1466.00831396563
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 489.918 1547.684 810683.9 933 NA NA NA NA NA NA NA NA NA 377.911085624037 1463.12285726934
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 385.286 1566.213 810683.9 953 NA NA NA NA NA NA NA NA NA 271.67713249717 1460.77201315744
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 366.213 1569.482 810683.9 957 NA NA NA NA NA NA NA NA NA 252.33341362395 1460.23700834078
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 165.668 1608.719 810683.9 989 NA NA NA NA NA NA NA NA NA 47.9878532230974 1459.38194199158
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 143.324 1613.079 810683.9 992 NA NA NA NA NA NA NA NA NA 25.222692256257 1459.27525481406
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 565.668 1528.065 810683.9 910 NA NA NA NA NA NA NA NA NA 456.037674262901 1458.74064222968
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 270.845 1584.741 810683.9 972 NA NA NA NA NA NA NA NA NA 155.824859638585 1456.49648529529
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 348.229 1568.937 810683.9 955 NA NA NA NA NA NA NA NA NA 234.805534045975 1456.17563929821
"Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 456.131 1547.139 810683.9 932 NA NA NA NA NA NA NA NA NA 344.887089628119 1455.96226494318
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 423.978 1553.134 810683.9 940 NA NA NA NA NA NA NA NA NA 312.182762932475 1455.53512400084
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 247.956 1586.376 810683.9 976 NA NA NA NA NA NA NA NA NA 133.059698671744 1453.61083248287
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 368.937 1559.673 810683.9 945 NA NA NA NA NA NA NA NA NA 256.928218554102 1451.15271284505
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 494.823 1531.88 810683.9 916 NA NA NA NA NA NA NA NA NA 385.820253238025 1448.58770991357
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 564.578 1517.711 810683.9 896 NA NA NA NA NA NA NA NA NA 456.999427789618 1448.37394332627
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 401.635 1549.864 810683.9 937 NA NA NA NA NA NA NA NA NA 290.914948657415 1447.94680238394
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 328.065 1563.488 810683.9 949 NA NA NA NA NA NA NA NA NA 216.101742121711 1446.87796944744
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 256.676 1576.567 810683.9 962 NA NA NA NA NA NA NA NA NA 143.53406533334 1445.70244933342
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 360.218 1555.313 810683.9 942 NA NA NA NA NA NA NA NA NA 249.233601991956 1445.16744451676
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 543.324 1518.256 810683.9 897 NA NA NA NA NA NA NA NA NA 436.051282814833 1444.7401074583
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 125.886 1601.09 810683.9 984 NA NA NA NA NA NA NA NA NA 10.4745627777304 1444.09919992867
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 424.523 1538.965 810683.9 922 NA NA NA NA NA NA NA NA NA 315.495948919499 1441.74815970063
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "Vessel" "04_SCW Vessels" 208.719 1582.016 810683.9 970 0 NA NA 0 0 0 NA 0 NA 95.4397210488621 1441.64049194244
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 482.834 1525.886 810683.9 908 NA NA NA NA NA NA NA NA NA 375.239591631185 1440.35887299931
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 382.561 1543.869 810683.9 928 NA NA NA NA NA NA NA NA NA 273.387069079439 1438.32750207155
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 163.488 1586.376 810683.9 975 NA NA NA NA NA NA NA NA NA 50.2320101574836 1437.04529478002
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 142.779 1590.191 810683.9 977 NA NA NA NA NA NA NA NA NA 29.1769818890482 1436.7248410152
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 564.578 1505.177 810683.9 883 NA NA NA NA NA NA NA NA NA 459.45754742744 1436.08334513716
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 340.599 1549.319 810683.9 936 NA NA NA NA NA NA NA NA NA 231.171109829594 1435.4422414914
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 402.725 1536.785 810683.9 920 NA NA NA NA NA NA NA NA NA 294.54878452539 1435.33555431388
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 459.946 1523.161 810683.9 905 NA NA NA NA NA NA NA NA NA 353.330477594223 1433.19808455701
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 270.3 1560.763 810683.9 947 NA NA NA NA NA NA NA NA NA 159.992915858677 1432.87723855992
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 358.038 1541.689 810683.9 925 NA NA NA NA NA NA NA NA NA 249.767822344072 1431.38048021655
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 241.417 1564.578 810683.9 950 NA NA NA NA NA NA NA NA NA 130.922621147144 1430.95373150649
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 545.504 1502.452 810683.9 880 NA NA NA NA NA NA NA NA NA 441.288368087563 1429.67054363428
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 419.074 1525.886 810683.9 907 NA NA NA NA NA NA NA NA NA 312.717767749132 1427.8545082229
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 132.97 1582.016 810683.9 968 NA NA NA NA NA NA NA NA NA 21.1617154459506 1426.78489082186
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 320.436 1544.414 810683.9 930 NA NA NA NA NA NA NA NA NA 212.361611308491 1426.67820364434
