"idC" "idL" "idD" "id" "date" "year" "DOY" "sp" "tree" "TWood" "phase" "type" "Cells" "X" "Y" "Area.zone" "Area.v" "X.v" "Y.v" "Feret.v" "FeretX.v" "FeretY.v" "FeretAngle.v" "MinFeret.v" "feature" "X.ror" "Y.ror" "X.cor" "Y.cor" "cell.distCCcor" "cell.indexM1" "CindexM1.rel" "idSector" "cFile" "layer" "LeftInf" "LeftSup" "LeftEdge" "RightInf" "RightSup" "RightEdge" "PolySide" "pool"
"1005" 1005 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 153.134 1641.417 810683.9 NA NA NA NA NA NA NA NA NA -171.748116998859 1639.57383918881 29.2846496472391 1488.9868492875 18.7527817348214 1 98.5074626865672 "c2.l38" "2" "38" 20.0414791632547 32.9929089456369 16.1510410399771 20.0156296521369 29.4932049583163 12.3420847917423 "RightEdge" "APF"
"1004" 1004 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 125.886 1638.147 810683.9 NA NA NA NA NA NA NA NA NA -197.825679488184 1631.02356792906 3.20708715791477 1480.43657802775 27.3030529945759 2 97.0149253731343 "c1.l38" "1" "38" 15.1878288633872 35.6814084901101 16.4495366108234 15.4368814243839 37.5346129333829 18.4209636253529 "LeftInf" "APF"
"1003" 1003 "Lz.Fa.73.06_19_18.170.C" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "C" "Cambial" "Cambial Row" 273.569 1637.057 810683.9 NA NA NA NA NA NA NA NA NA -52.7968169728208 1658.91775417817 148.235949673278 1508.33076427685 -0.591133254533361 0 100 "c7.l38" "7" "38" 36.9550445380876 17.9598783427755 16.8031707674185 55.9156571503913 39.491681520888 43.0867762336052 "LeftEdge" "Cambial"
"1002" 1002 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 247.411 1635.422 810683.9 NA NA NA NA NA NA NA NA NA -78.126196406593 1652.18449891047 122.906570239505 1501.59750900916 6.14212201316582 1 98.5074626865672 "c6.l38" "6" "38" 27.1200883645219 24.3279581196166 10.9812442086987 33.3522518720649 21.3365619174584 14.9010423825634 "LeftEdge" "APF"
"1001" 1001 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 168.392 1633.243 810683.9 NA NA NA NA NA NA NA NA NA -155.183363760548 1634.55091273565 45.8494028855507 1483.96392283434 23.7757081879806 2 97.0149253731343 "c3.l38" "3" "38" 10.8355990402688 34.5384505608596 13.1242965265717 24.5546674324519 41.7124316614906 26.2122862772369 "LeftInf" "APF"
"1000" 1000 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 146.049 1629.973 810683.9 NA NA NA NA NA NA NA NA NA -176.451178035608 1626.96259111875 24.5815886104903 1476.37560121744 31.3640298048822 2 97.0149253731343 "c2.l38" "2" "38" 8.31918827776839 42.5579730455793 21.3530944941594 17.8681760740072 42.9190982280148 24.448928952472 "LeftInf" "APF"
"999" 999 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 125.886 1623.433 810683.9 NA NA NA NA NA NA NA NA NA -194.94002667576 1616.59530386694 6.09273997033799 1466.00831396563 41.731317056692 3 95.5223880597015 "c1.l37" "1" "37" 36.116173791406 13.4737881069947 18.9983992827049 35.5721616090776 12.9865032340811 18.2703861239511 "RightSup" "APF"
"998" 998 "Lz.Fa.73.06_19_18.170.C" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "C" "Cambial" "Cambial Row" 349.319 1622.343 810683.9 NA NA NA NA NA NA NA NA NA 24.3678220231896 1659.34528735277 225.400588669288 1508.75829745146 -1.01866642913501 0 100 "c8.l38" "8" "38" 49.3675839958194 39.4031900902527 38.8365593698454 40.1101945171442 12.5103588034831 18.9405723813698 "RightSup" "Cambial"
"997" 997 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 271.39 1620.708 810683.9 NA NA NA NA NA NA NA NA NA -51.7271995717772 1642.45890365283 149.305567074321 1491.87191375152 15.8677172708035 1 98.5074626865672 "c7.l38" "7" "38" 21.8511848706416 31.5732741507313 13.243988629316 46.2531717808134 45.01666261253 39.9539907960267 "LeftEdge" "APF"
"996" 996 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 251.771 1620.708 810683.9 NA NA NA NA NA NA NA NA NA -70.9652118481574 1638.61130119756 130.067554797941 1488.02431129624 19.7153197260795 2 97.0149253731343 "c6.l38" "6" "38" 19.6704969627569 39.6420906278109 20.883612111872 18.0147447514969 31.901098912164 10.4563781742046 "RightEdge" "APF"
"995" 995 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 166.757 1619.619 810683.9 NA NA NA NA NA NA NA NA NA -154.11472694018 1620.87083172909 46.9180397059186 1470.28384182778 37.4557891945446 3 95.5223880597015 "c3.l37" "3" "37" 35.2083056243971 5.80572029777259 15.9864903416419 41.9900548171035 23.7521316542177 27.9642236114663 "LeftSup" "APF"
"994" 994 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "Vessel" "04_SCW Vessels" 215.259 1617.984 810683.9 0 NA NA 0 0 0 NA 0 NA -106.233953126868 1628.77960711081 94.7988135192305 1478.19261720949 29.5470138128271 2 97.0149253731343 "c5.l38" "5" "38" 0.995545703694165 44.3153685520442 22.2186966548909 20.0470391527337 46.4057078611654 27.1035072496155 "LeftInf" "Vessel"
"993" 993 "Lz.Fa.73.06_19_18.170.C" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "C" "Cambial" "Cambial Row" 367.847 1616.894 810683.9 NA NA NA NA NA NA NA NA NA 43.6046576027589 1657.63574300277 244.637424248857 1507.04875310146 0.690877920864978 0 100 "c9.l38" "9" "38" 36.223464473948 13.6668782232011 15.0179346372257 40.1712714060916 15.3433858791668 20.7757927837275 "LeftSup" "Cambial"
"992" 992 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 143.324 1613.079 810683.9 NA NA NA NA NA NA NA NA NA -175.810074389841 1609.86224471538 25.222692256257 1459.27525481406 48.4643762082565 3 95.5223880597015 "c2.l37" "2" "37" 24.8739673738463 16.2829243317239 7.66270018182935 33.0445450976837 22.3466576411825 20.3607421551251 "LeftEdge" "APF"
"991" 991 "Lz.Fa.73.06_19_18.170.C" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "C" "Cambial" "Cambial Row" 393.46 1611.444 810683.9 NA NA NA NA NA NA NA NA NA 69.7891033857336 1657.31470088955 270.821870031832 1506.72771098824 1.01192003408619 0 100 "c10.l38" "10" "38" 36.9229802591551 15.5126049310752 17.5793057020387 43.0416588788017 21.3206993745915 25.8339830427779 "LeftSup" "Cambial"
"990" 990 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 349.864 1610.354 810683.9 NA NA NA NA NA NA NA NA NA 27.2534748356128 1647.69598892556 228.286241481711 1497.10899902425 10.6306319980736 1 98.5074626865672 "c8.l38" "8" "38" 44.0589359819966 45.8878882814466 39.202519557411 28.2227347324473 20.7704905240734 9.48919952001998 "RightEdge" "APF"
"989" 989 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 165.668 1608.719 810683.9 NA NA NA NA NA NA NA NA NA -153.044913423001 1609.96893189289 47.9878532230974 1459.38194199158 48.3576890307411 3 95.5223880597015 "c3.l37" "3" "37" 24.2982647026192 15.4622536141428 5.80049688201472 33.7182017346861 28.1680778593511 24.1560021654348 "LeftEdge" "APF"
"988" 988 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 253.406 1607.084 810683.9 NA NA NA NA NA NA NA NA NA -66.6900762182801 1625.57251995289 134.342690427818 1474.98553005158 32.7541009707418 3 95.5223880597015 "c6.l38" "6" "38" 19.6610715194057 53.1189080695763 32.573016726795 5.45923991621699 44.6595034356263 21.2218648610134 "RightInf" "APF"
"987" 987 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 270.845 1604.905 810683.9 NA NA NA NA NA NA NA NA NA -49.16239275644 1626.85590394124 151.870373889658 1476.26891403992 31.4707169823976 2 97.0149253731343 "c7.l38" "7" "38" 13.2182152232673 46.8041099136815 24.9179299629733 39.7566473795968 53.4855368546583 41.6418095908355 "LeftInf" "APF"
"986" 986 "Lz.Fa.73.06_19_18.170.C" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "C" "Cambial" "Cambial Row" 432.153 1603.815 810683.9 NA NA NA NA NA NA NA NA NA 109.226881465212 1657.4221725316 310.25964811131 1506.83518263029 0.90444839203019 0 100 "c11.l38" "11" "38" 39.1162258239505 21.2796184478572 22.4781451953327 44.1809451646738 22.3230227521529 26.9301566742608 "LeftSup" "Cambial"
"985" 985 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 347.684 1601.635 810683.9 NA NA NA NA NA NA NA NA NA 26.8257455448765 1638.71877283961 227.858512190975 1488.1317829383 19.6078480840238 1 98.5074626865672 "c8.l38" "8" "38" 39.4409336046409 50.0378251342036 39.2820451114056 20.5331135516085 29.508183423023 11.0565687200595 "RightEdge" "APF"
"984" 984 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 125.886 1601.09 810683.9 NA NA NA NA NA NA NA NA NA -190.558203868368 1594.68618982998 10.4745627777304 1444.09919992867 63.6404310936543 4 94.0298507462687 "c1.l37" "1" "37" 17.6747215347174 30.5762749937316 15.5444805180008 15.496803928616 29.8471816923082 13.501689846479 "RightEdge" "APF"
"983" 983 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 388.556 1598.91 810683.9 NA NA NA NA NA NA NA NA NA 67.4384553899673 1644.06234917372 268.471222036066 1493.47535927241 14.2642717499134 1 98.5074626865672 "c10.l38" "10" "38" 23.5067704983932 24.0997059125458 8.58721955295213 34.6041291562589 30.713341586175 24.1701038982081 "LeftEdge" "APF"
"982" 982 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 368.392 1598.91 810683.9 NA NA NA NA NA NA NA NA NA 47.6660266453355 1640.1078634248 248.698793291434 1489.52087352348 18.21875749884 1 98.5074626865672 "c9.l38" "9" "38" 20.5183413522482 30.4794652708066 12.2913367400472 22.9591865716394 27.0785512170434 11.7151350613485 "RightEdge" "APF"
"981" 981 "Lz.Fa.73.06_19_18.170.C" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "C" "Cambial" "Cambial Row" 473.025 1595.64 810683.9 NA NA NA NA NA NA NA NA NA 150.908424246805 1657.4215841832 351.941190892904 1506.83459428189 0.905036740435889 0 100 "c12.l38" "12" "38" 40.2331568837757 22.3240168761993 23.635376651185 44.9877677090282 21.4283350536324 26.5147718357019 "RightSup" "Cambial"
"980" 980 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 390.736 1592.916 810683.9 NA NA NA NA NA NA NA NA NA 70.7516413769918 1638.61228177823 271.78440802309 1488.02529187692 19.7143391454038 2 97.0149253731343 "c10.l38" "10" "38" 19.7262178684648 30.4599275376833 12.8656024336395 28.6085854331784 32.7195689493769 21.4085741184314 "LeftEdge" "APF"
"979" 979 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 341.144 1592.371 810683.9 NA NA NA NA NA NA NA NA NA 22.229567801778 1628.35207393621 223.262334447876 1477.76508403489 29.9745469874281 2 97.0149253731343 "c8.l38" "8" "38" 32.1516251480544 53.3726241514391 38.1388971849867 17.4867764520994 40.7267317663306 21.4080336991176 "RightInf" "APF"
"978" 978 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 430.518 1591.281 810683.9 NA NA NA NA NA NA NA NA NA 110.081751698279 1644.81092446154 311.114518344377 1494.22393456023 13.5156964620915 1 98.5074626865672 "c11.l38" "11" "38" 28.476616539346 29.1219105765556 18.5288437848412 33.877424731216 28.7095018342313 22.0466416779558 "LeftEdge" "APF"
"977" 977 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 142.779 1590.191 810683.9 NA NA NA NA NA NA NA NA NA -171.85578475705 1587.31183091651 29.1769818890482 1436.7248410152 71.0147900071204 5 92.5373134328358 "c2.l37" "2" "37" 6.86971531170659 38.5454497216522 19.5771646715469 18.6296537596666 39.2593243243702 23.7293396387369 "LeftInf" "APF"
"976" 976 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 247.956 1586.376 810683.9 NA NA NA NA NA NA NA NA NA -67.9730679743541 1604.19782238418 133.059698671744 1453.61083248287 54.1287985394524 4 94.0298507462687 "c6.l37" "6" "37" 21.6976421230022 28.7636974408843 16.2979757187244 22.5031387856034 19.859813499313 8.29560223037965 "RightEdge" "APF"
"975" 975 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 163.488 1586.376 810683.9 NA NA NA NA NA NA NA NA NA -150.800756488615 1587.63228468133 50.2320101574836 1437.04529478002 70.6943362423044 5 92.5373134328358 "c3.l37" "3" "37" 3.17508979523412 37.553788196643 18.1407383655688 24.5120972882134 44.8415811736514 30.3996501488219 "LeftInf" "APF"
"974" 974 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 465.395 1586.376 810683.9 NA NA NA NA NA NA NA NA NA 145.243413567204 1646.84111869249 346.276180213302 1496.25412879118 11.4855022311408 1 98.5074626865672 "c12.l38" "12" "38" 28.2619217116953 23.9909403889339 13.6838382069285 40.3314879874837 31.5869514859232 27.8150848627598 "LeftEdge" "APF"
"973" 973 "Lz.Fa.73.06_19_18.170.C" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "C" "Cambial" "Cambial Row" 511.717 1586.376 810683.9 NA NA NA NA NA NA NA NA NA 190.665871626559 1655.92561030437 391.698638272657 1505.33862040305 2.40101061926975 0 100 "c13.l38" "13" "38" 40.124563804263 22.0304671994152 22.564524921803 40.6326841047164 16.3174004100684 21.3832972741536 "RightSup" "Cambial"
"972" 972 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 270.845 1584.741 810683.9 NA NA NA NA NA NA NA NA NA -45.2079070075136 1607.08347519661 155.824859638585 1456.49648529529 51.2431457270291 4 94.0298507462687 "c7.l37" "7" "37" 25.9594098175169 23.0725820833009 14.8839777506248 45.2589278403751 39.2446953619584 37.5928159973696 "LeftEdge" "APF"
"971" 971 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 425.613 1583.106 810683.9 NA NA NA NA NA NA NA NA NA 106.87525288877 1635.83272779492 307.908019534868 1485.2457378936 22.4938931287172 2 97.0149253731343 "c11.l38" "11" "38" 19.4558584916555 34.3094418422352 17.0777774903715 31.0279017200024 37.5951112499524 26.2327704561094 "LeftEdge" "APF"
"970" 970 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "Vessel" "04_SCW Vessels" 208.719 1582.016 810683.9 0 NA NA 0 0 0 NA 0 NA -105.593045597236 1592.22748184375 95.4397210488621 1441.64049194244 66.0991390798815 5 92.5373134328358 "c4.l37" "4" "37" 20.953046750722 44.2461935351147 28.578164332286 4.00425442497256 36.5651331625209 17.0799599493036 "RightInf" "Vessel"
"969" 969 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 361.853 1582.016 810683.9 NA NA NA NA NA NA NA NA NA 44.5671955940172 1622.259530082 245.599962240116 1471.67254018069 36.0670908416309 3 95.5223880597015 "c9.l38" "9" "38" 6.15011635249839 46.3104248419876 23.8184084571936 16.4900264683148 45.0405937184716 25.638766062391 "LeftInf" "APF"
"968" 968 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 132.97 1582.016 810683.9 NA NA NA NA NA NA NA NA NA -179.871051200148 1577.37188072317 21.1617154459506 1426.78489082186 80.9547402004639 5 92.5373134328358 "c1.l36" "1" "36" 40.6094218496757 22.3924043050791 26.4984356443934 31.0817669234363 7.89284529510266 11.7933740393065 "RightSup" "APF"
"967" 967 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 337.875 1581.471 810683.9 NA NA NA NA NA NA NA NA NA 21.1617154459505 1617.02264092541 222.194482092049 1466.4356510241 41.3039799982257 3 95.5223880597015 "c8.l37" "8" "37" 42.2483389244689 31.3818428251101 31.6833171155396 39.6781863948914 17.9177830794336 23.8332944703282 "RightSup" "APF"
"966" 966 "Lz.Fa.73.06_19_18.170.E" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "E" "APF" "01_Enlarging Axial Parenchyma_Fibers" 510.082 1580.926 810683.9 NA NA NA NA NA NA NA NA NA 190.131455158307 1650.2607957409 391.164221804405 1499.67380583958 8.06582518273626 1 98.5074626865672 "c13.l38" "13" "38" 34.7662457441627 24.5776468684041 19.180016072959 35.8962639576298 20.1398035089251 18.5926286794985 "RightEdge" "APF"
"965" 965 "Lz.Fa.73.06_19_18.170.C" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "C" "Cambial" "Cambial Row" 539.51 1580.926 810683.9 NA NA NA NA NA NA NA NA NA 218.98798328254 1656.03210136575 420.020749928638 1505.44511146443 2.29451955788977 0 100 "c14.l38" "14" "38" 38.1190286509645 16.264226238065 18.9050738077043 49.0402348675366 20.6369149792094 27.3741348496994 "LeftSup" "Cambial"
"964" 964 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 387.466 1579.837 810683.9 NA NA NA NA NA NA NA NA NA 70.1101454989548 1625.14596735897 271.142912145053 1474.55897745765 33.1806535646672 3 95.5223880597015 "c10.l38" "10" "38" 9.79927699371452 42.6538173870865 21.557951691387 23.8611245583171 44.7039573668835 28.2438471909892 "LeftInf" "APF"
